0, 0.0, 0, 0.089, 0, 0, -0.089, 0
2, 1.00, 0, 0.089, 0, 0, -0.089, 0
1, 1.6, 0.1, 0.089, 0, 0, -0.089, 0
2, 2.2, 0.1, 0.089, 0, 0.36, -0.089, 0
1, 2.8, 0.64, 0.089, 0, 0.36, -0.089, 0
2, 3.4, 0.64, 0.089, 0, 1.05, -0.089, 0
1, 4.0, 1.23, 0.089, 0, 1.05, -0.089, 0
2, 4.6, 1.23, 0.089, 0, 1.23, -0.089, 0
0, 5.2, 1.23, 0.089, 0, 1.23, -0.089, 0
0, 5.8, 1.23, 0.089, 0, 1.23, -0.089, 0
